Token,Tag
todavía,Spn
sigue,Spn
esas,Spn
tradiciones.,Spn
>>i:,Spn
¿Qué,Spn
tipo,Spn
de,Spn
relación,Spn
mantienes,Spn
con,Spn
amigos,Spn
y,Spn
miembros,Spn
de,Spn
tu,Spn
familia,Spn
en,Spn
tu,Spn
país,Spn
de,Spn
origen?,Spn
>>s:,Spn
Mmm...es,Spn
curioso,Spn
porque,Spn
muchos,Spn
de,Spn
ellos,Spn
ya,Spn
de,Spn
hecho,Spn
viven,Spn
aquí,Spn
mismo,,Spn
en,Spn
El,Spn
Paso,,Spn
Texas,,NamedEnt
porque,Spn
a,Spn
lo,Spn
mejor,Spn
se,Spn
vinieron,Spn
antes,Spn
que,Spn
yo,,Spn
después,Spn
que,Spn
yo.,Spn
Mi,Spn
familia,Spn
que,Spn
todavía...o,Spn
amigos,Spn
que,Spn
todavía,Spn
están,Spn
en,Spn
México,Spn
son,Spn
muy,Spn
pocos.,Spn
Mi,Spn
familia,Spn
de,Spn
allá,Spn
es,Spn
muy,Spn
chiquita,NamedEnt
y,Spn
los,Spn
visitamos,Spn
o,Spn
hablamos,Spn
por,Spn
teléfono,Spn
seguido,,Spn
nos,Spn
visitamos,Spn
en,Spn
eventos,Spn
especiales,Spn
de,Spn
la,Spn
familia,,Spn
pero,Spn
la,Spn
mayoría,Spn
de,Spn
una,Spn
u,Spn
otra,Spn
manera,Spn
están,Spn
acá,Spn
también,,Spn
entonces,Spn
es,Spn
más,Spn
fácil,Spn
frecuentarlos.,Spn
>>i:,Spn
¿Me,Spn
puedes,Spn
contar,Spn
el,Spn
mayor,Spn
reto,Spn
que,Spn
has,Spn
enfrentado,Spn
al,Spn
vivir,Spn
en,Spn
este,Spn
país?,Spn
>>s:,Spn
Mmm...el,Spn
mayor,Spn
reto,,Spn
uhm...desenvolverme.,Spn
Primero,Spn
que,Spn
nada,Spn
aprender,Spn
el,Spn
idioma,Spn
y,Spn
desenvolverme.,Spn
Primero,Spn
fue,Spn
en,Spn
la,Spn
escuela,,Spn
después,Spn
en,Spn
el,Spn
trabajo,,Spn
en,Spn
la,Spn
sociedad.,Spn
Ese,Spn
ha,Spn
sido,Spn
el,Spn
mayor,Spn
reto.,Spn
Adaptarme,Spn
a,Spn
la,Spn
cultura,,Spn
las,Spn
diferencias,Spn
que,Spn
tiene.,Spn
Adaptarme,,Spn
entenderlas,Spn
y,Spn
también,Spn
ser,Spn
parte,Spn
de,Spn
esas,Spn
tradiciones,Spn
ha,Spn
sido,Spn
el,Spn
mayor,Spn
reto.,Spn
>>i:,Spn
¿Cuál,Spn
ha,Spn
sido,Spn
tu,Spn
mayor,Spn
logro,Spn
en,Spn
este,Spn
país?,Spn
>>s:,Spn
Mmm...probablemente,Spn
ir,Spn
a,Spn
la,Spn
universidad,,Spn
porque,Spn
no,Spn
estoy,Spn
muy,Spn
segura,Spn
de,Spn
si,Spn
hubiera,Spn
seguido,Spn
en,Spn
el,Spn
país,Spn
donde,Spn
crecí,Spn
cuando,Spn
era,Spn
chica,Spn
a,Spn
la,Spn
mejor,Spn
no,Spn
hubiera,Spn
tenido,Spn
las,Spn
mismas,Spn
oportunidades.,Spn
Entonces,,Spn
el,Spn
mayor,Spn
reto,Spn
y,Spn
el,Spn
mayor,Spn
logro,Spn
fue,Spn
ir,Spn
a,Spn
la,Spn
universidad,,Spn
estudiar,Spn
algo,Spn
que,Spn
yo,Spn
quería,,Spn
algo,Spn
que,Spn
me,Spn
gustaba,Spn
y,Spn
seguir,Spn
estudiando,Spn
todavía.,Spn
Eso,Spn
ha,Spn
sido,Spn
lo,Spn
más,Spn
grande,Spn
que,Spn
me,Spn
ha,Spn
dejado,Spn
este,Spn
país.,Spn
>>i:,Spn
¿Cuál,Spn
es,Spn
tu,Spn
primer,Spn
recuerdo?,Spn
>>s:,Spn
Mmm...¿mi,Spn
primer,Spn
recuerdo,Spn
de,Spn
qué?,Spn
>>i:,Spn
De,Spn
tu,Spn
vida.,Spn
>>s:,Spn
¿De,Spn
mi,Spn
vida?,Spn
>>i:,Spn
De,Spn
tu,Spn
niñez.,Spn
>>s:,Spn
Mmm...no,Spn
sé,,Spn
son,Spn
muchos.,Spn
Eh...depende,,Spn
tengo,Spn
muchos,Spn
recuerdos.,Spn
Pueden,NamedEnt
ser,Spn
de,Spn
la,Spn
escuela,,Spn
pueden,Spn
ser,Spn
de,Spn
fam...mi,Spn
familia,,Spn
como,Spn
convivía.,Spn
La,Spn
mayoría,Spn
de,Spn
mis,Spn
recuerdos,Spn
a,Spn
lo,Spn
mejor,Spn
son,Spn
cosas,Spn
que,Spn
he,Spn
convivido,Spn
con,Spn
mi,Spn
familia,,Spn
mis,Spn
hermanos,,Spn
este...como,Spn
pasamos,Spn
Año,Spn
Nuevo,,Spn
que,Spn
hacemos,Spn
muchas,Spn
locuras,Spn
en,Spn
Año,Spn
Nuevo.,Spn
Este...que,Spn
nos,Spn
divertimos,Spn
mucho,,Spn
son,Spn
cosas,Spn
divertidas,Spn
que,Spn
he,Spn
estado,Spn
con,Spn
ellos,,Spn
domingos,Spn
con,Spn
mis,Spn
hermanos,Spn
pasando,Spn
un,Spn
rato,Spn
con,Spn
la,Spn
familia.,Spn
Esos,NamedEnt
son,Spn
lo,Spn
recuerdos,,Spn
pero.,Spn
>>i:,Spn
¿Cómo,Spn
eras,Spn
de,Spn
niña?,Spn
>>s:,Spn
De,Spn
niña,Spn
siempre...siempre,Spn
he,Spn
sido,Spn
callada,Spn
y,Spn
reservada,Spn
y,Spn
siempre,Spn
he,Spn
sido,Spn
muy,Spn
observativa,Spn
a,Spn
lo,Spn
mejor,,Spn
desde,Spn
niña,,Spn
observaba,Spn
mucho,Spn
a,Spn
los,Spn
adultos,,Spn
a,Spn
otros,Spn
niños,,Spn
siempre,Spn
ha,Spn
sido,Spn
una,Spn
persona,Spn
que,Spn
le,Spn
gusta,Spn
mucho,Spn
observar,Spn
y,Spn
conocer,Spn
gente.,Spn
Este...en,Spn
mi,Spn
niñez,Spn
era,Spn
un,Spn
poco,Spn
más,Spn
soñadora,,Spn
mucho,Spn
más,Spn
soñadora,Spn
de,Spn
hecho.,Spn
Este...soñaba,Spn
con,Spn
muchas,Spn
cosas,Spn
que,Spn
podía,Spn
hacer,Spn
de,Spn
grande,,Spn
cómo,Spn
iba,Spn
a,Spn
ser,Spn
mi,Spn
vida,Spn
de,Spn
grande.,Spn
Entonces,,Spn
me,Spn
defino,Spn
como,Spn
una,Spn
niña,Spn
muy,Spn
observadora,Spn
y,Spn
muy,Spn
soñadora.,Spn
>>i:,Spn
Descríbeme,Spn
un,Spn
día,Spn
perfecto,Spn
de,Spn
tu,Spn
infancia.,Spn
>>s:,Spn
Mmm...de,Spn
mi,Spn
infancia,Spn
un,Spn
día,Spn
perfecto,,Spn
a,Spn
lo,Spn
mejor,Spn
que...okay,,Spn
más,Spn
o,Spn
menos,,Spn
a,Spn
lo,Spn
mejor,Spn
que,Spn
iba,Spn
a,Spn
casa,Spn
de,Spn
mi,Spn
abuela,Spn
y,Spn
me,Spn
gustaba,Spn
mucho,Spn
ir,Spn
ahí,Spn
porque,Spn
todo,Spn
el,Spn
mundo,Spn
se,Spn
juntaba,Spn
ahí,,Spn
tíos,,Spn
tías,,Spn
primos,,Spn
primas,,Spn
entonces,Spn
me,Spn
ponía,Spn
a,Spn
jugar,Spn
ahí,,Spn
era,Spn
un,Spn
día,Spn
perfecto,Spn
porque,Spn
veía,Spn
a,Spn
la,Spn
gente,Spn
que,Spn
quería,,Spn
comía,Spn
lo,Spn
que,Spn
me,Spn
gustaba,Spn
porque,Spn
lo,Spn
hacían,Spn
ahí,Spn
en,Spn
esa,Spn
casa,Spn
y,Spn
también,Spn
de,Spn
hecho,Spn
tenía,Spn
mis,Spn
juguetes,,Spn
con,Spn
los,Spn
que,Spn
jugaba,,Spn
entonces,Spn
yo,Spn
sabía,Spn
que,Spn
me,Spn
la,Spn
iba,Spn
a,Spn
pasar,Spn
muy,Spn
bien.,Spn
>>i:,Spn
¡Qué,Spn
bien!,Spn
¿Conservas,Spn
alguna,Spn
amistad,Spn
desde,Spn
tu,Spn
infancia?,Spn
>>s:,Spn
Uhm...gracias,Spn
a,Spn
la,Spn
tecnología,,Spn
este...sí,Spn
conservo,Spn
amistades,Spn
de,Spn
la,Spn
infancia.,Spn
No,Spn
son,Spn
amistades,Spn
muy,Spn
recurrentes,Spn
que,,Spn
que,Spn
frecuento,Spn
mucho,,Spn
pero,Spn
de,Spn
vez,Spn
en,Spn
cuando,Spn
sí,Spn
estamos,Spn
todavía,Spn
en,Spn
contacto.,Spn
Este...probablemente,Spn
la,Spn
amiga,Spn
de,Spn
más,Spn
tiempo,Spn
era,Spn
de,Spn
la,Spn
primaria,,Spn
cuando,Spn
todavía,Spn
estaba,Spn
en,Spn
México.,Spn
Entonces,,Spn
ya,Spn
hace,Spn
más,Spn
o,Spn
menos,Spn
como,Spn
trece,Spn
años,Spn
que,Spn
la,Spn
conozco,Spn
y,Spn
no,Spn
nos,Spn
frecuentamos,Spn
mucho,,Spn
pero,Spn
todavía,Spn
de,Spn
vez,Spn
en,Spn
cuando,Spn
sí,Spn
estamos,Spn
en,Spn
contacto.,Spn
>>i:,Spn
¿Cómo,Spn
te,Spn
ha,Spn
ayudado,Spn
la,Spn
tecnología,Spn
a,Spn
conservar,Spn
tus,Spn
amistades?,Spn
>>s:,Spn
Eh...ha,Spn
sido,Spn
más,Spn
fácil,Spn
encontrarlos,,Spn
saber,Spn
de,Spn
ellos,,Spn
saber,Spn
qué,Spn
ha,Spn
sido,Spn
de,Spn
su,Spn
vida,,Spn
tener,Spn
charlas,Spn
cortas,,Spn
este...platicar,,Spn
dejarles,Spn
saber,Spn
que,Spn
estoy,Spn
bien,,Spn
que,Spn
me,Spn
da,Spn
gusto,Spn
que,Spn
ellos,Spn
también,Spn
estén,Spn
bien.,Spn
Y,Spn
es,Spn
la,Spn
manera,Spn
en,Spn
que,Spn
me,Spn
ha,Spn
ayudado.,Spn
>>i:,Spn
¿Qué,Spn
tiene,Spn
para,Spn
ti,Spn
el,Spn
futuro?,Spn
¿Cómo,Spn
te,Spn
visualizas,Spn
en,Spn
diez,Spn
años?,Spn
>>s:,Spn
Mmm...no,Spn
sé,Spn
cómo,Spn
me,Spn
visualizo,Spn
en,Spn
diez,Spn
años.,Spn
Este...me,Spn
visualizo,Spn
tranquila,Spn
a,Spn
lo,Spn
mejor,,Spn
contenta,,Spn
con,Spn
muchas,Spn
más,Spn
experiencias,Spn
de,Spn
las,Spn
que,Spn
tengo,Spn
ahorita,,Spn
este...con,Spn
más,Spn
amistades,Spn
que,Spn
haiga,Spn
hecho,Spn
a,Spn
lo,Spn
largo,Spn
de,Spn
mi,Spn
vida.,Spn
Me,Spn
imagino...me,Spn
visualizo,Spn
con,Spn
una,Spn
familia,,Spn
a,Spn
lo,Spn
mejor,,Spn
propia,,Spn
eh...pero,Spn
también,Spn
con,Spn
mi,Spn
familia,,Spn
mis,Spn
padres,,Spn
mis,Spn
hermanos.,Spn
Me,Spn
visualizo,,Spn
este...si,Spn
no,Spn
es,Spn
todavía,Spn
yendo,Spn
a,Spn
la,Spn
escuela,,Spn
en,Spn
lo,Spn
mejor,Spn
que,Spn
acabo,Spn
de,Spn
acabar,Spn
no,Spn
sé,,Spn
un,Spn
doctorado,,Spn
algo,Spn
en,Spn
la,Spn
escuela.,Spn
Este...en,Spn
diez,Spn
años,Spn
y,Spn
como,Spn
es,Spn
bastante,Spn
tiempo,Spn
a,Spn
lo,Spn
mejor,Spn
con,Spn
hijos,Spn
propios.,Spn
No,Spn
sé,,Spn
cosas,Spn
así.,Spn
>>i:,Spn
¿Cómo,Spn
te,Spn
gustaría,Spn
ser,Spn
recordada?,Spn
>>s:,Spn
Mmm...como,Spn
una,Spn
buena,Spn
persona.,Spn
Como,Spn
una,Spn
persona,Spn
de,Spn
un,Spn
corazón,Spn
grandote,,Spn
grandote,,Spn
y,Spn
bien,Spn
noble.,Spn
Este...como,Spn
una,Spn
persona,Spn
perseverante,Spn
que,Spn
salió,Spn
adelante,,Spn
que,Spn
es,Spn
buena,Spn
amiga,,Spn
buena,Spn
hermana,Spn
y,Spn
que,,Spn
buena,Spn
persona,Spn
en,Spn
el,Spn
fondo.,Spn
Siempre,Spn
buena,Spn
persona.,Spn
>>i:,Spn
Cuando,Spn
conoces,Spn
a,Spn
una,Spn
persona,Spn
latina,Spn
o,Spn
hispana,Spn
por,Spn
primera,Spn
vez,,Spn
¿cómo,Spn
sabes,Spn
si,Spn
ah...,Spn
debes,Spn
hablar,Spn
en,Spn
inglés,Spn
o,Spn
en,Spn
español?,Spn
>>s:,Spn
Uhm...depende,Spn
donde,Spn
la,Spn
conozca,Spn
a,Spn
la,Spn
persona.,Spn
Si,Spn
es,Spn
en,Spn
un...en,Spn
una,Spn
atmosfera,Spn
como,Spn
social,Spn
voy,Spn
a,Spn
saber,Spn
dependiendo,Spn
de,Spn
lo,Spn
que,Spn
hable,Spn
con,Spn
mis,Spn
amigos,Spn
si,Spn
va,Spn
a,Spn
ser...si,Spn
voy,Spn
a,Spn
referirme,Spn
a,Spn
esa,Spn
persona,Spn
en,Spn
español,Spn
o,Spn
en,Spn
inglés.,Spn
Si,Spn
es,Spn
en,Spn
una...si,Spn
es,Spn
una,Spn
persona,Spn
que,Spn
estoy,Spn
conociendo,Spn
como,Spn
en,Spn
algo,Spn
por,Spn
medio,Spn
del,Spn
trabajo,Spn
o,Spn
algo,Spn
así,,Spn
probablemente,Spn
va,Spn
a,Spn
ser,Spn
inglés,,Spn
entonces,Spn
la,Spn
mayoría,Spn
del,Spn
tiempo,Spn
me,Spn
voy,Spn
a,Spn
referir,Spn
a,Spn
ese,Spn
alguien,Spn
en,Spn
inglés,Spn
y,Spn
ya,Spn
si,Spn
yo,Spn
veo,Spn
que,Spn
es,Spn
una,Spn
persona,Spn
que,Spn
a,Spn
lo,Spn
mejor,Spn
le,Spn
gusta,Spn
hablar,Spn
español,Spn
entonces,Spn
probablemente,Spn
le,Spn
hable,Spn
en,Spn
español.,Spn
>>i:,Spn
¿Hay,Spn
palabras,Spn
o,Spn
expresiones,Spn
que,Spn
usas,Spn
sólo,Spn
en,Spn
español,Spn
o,Spn
sólo,Spn
en,Spn
inglés?,Spn
>>s:,Spn
Mmm...es,Spn
curioso,,Spn
pero,,Spn
bueno,,Spn
es,Spn
curioso,,Spn
pero,Spn
expresiones,Spn
de,Spn
reniego,,Spn
de,Spn
enojo,,Spn
las,Spn
uso,Spn
en,Spn
inglés.,Spn
Probablemente,Spn
porque,Spn
es,Spn
algo,Spn
que,,Spn
no,Spn
sé,,Spn
una,Spn
costumbre,Spn
de...social,,Spn
de,Spn
amigos.,Spn
Entonces,Spn
si,Spn
es,Spn
una,Spn
expresión,Spn
mala,,Spn
de,Spn
enojo,,Spn
va,Spn
a,Spn
ser,Spn
en,Spn
inglés.,Spn
Este...la,Spn
mayoría...y,Spn
expresiones,Spn
en,Spn
español,,Spn
esas,Spn
casi,Spn
siempre,Spn
salen,Spn
naturalmente,Spn
y,Spn
depende,Spn
también,Spn
con,Spn
la,Spn
gente,Spn
con,Spn
que,Spn
esté,Spn
conviviendo.,Spn
Si,Spn
es,Spn
con,Spn
un,Spn
familiar,Spn
de,Spn
más,Spn
lejos,Spn
que,Spn
aquí,,Spn
naturalmente,Spn
me,Spn
van,Spn
a,Spn
salir,Spn
otras,Spn
expresiones,Spn
en,Spn
español.,Spn
>>i:,Spn
¿Hay,Spn
palabras,Spn
en,Spn
español,Spn
que,Spn
se,Spn
escuchan,Spn
sólo,Spn
en,Spn
esta,Spn
área?,Spn
>>s:,Spn
Mmm...me,Spn
imagino,Spn
que,Spn
sí,,Spn
muchas.,Spn
Pero,Spn
no,Spn
sé,Spn
precisamente,Spn
cuál,,Spn
cuál,Spn
sería,Spn
una.,Spn
Mmm...de,Spn
hecho,,Spn
sí,Spn
hay,Spn
muchas.,Spn
Yo,Spn
sé,Spn
que,Spn
se,Spn
usa,Spn
mucho,Spn
la,Spn
palabra,,NamedEnt
por,Spn
ejemplo,,Spn
suave,,Spn
algo,Spn
que,Spn
es,Spn
bueno,,Spn
que,Spn
es,Spn
divertido,,Spn
uno,Spn
dice,Spn
que,Spn
es,Spn
suave.,Spn
Y,Spn
otras,Spn
gentes...otras,Spn
personas,Spn
aunque,Spn
sean,Spn
latinos,Spn
o,Spn
hispanos,,Eng
pero,Spn
suave,Spn
se,Spn
refiere,Spn
a,Spn
algo,Spn
blandito,,Spn
algo,Spn
suavecito,,Spn
blandito,Spn
y,Spn
nosotros,Spn
lo,Spn
usamos,Spn
como,Spn
una,Spn
expresión,Spn
de,Spn
algo,Spn
divertido,,Spn
algo,Spn
cool,,Spn
algo,Spn
así.,Spn
Eso,Spn
es,Spn
una,Spn
expresión,Spn
que,,Spn
que,Spn
sé,Spn
que,Spn
la,Spn
usamos,Spn
mucho,Spn
aquí.,Spn
>>i:,Spn
Sí.,Spn
>>s:,Spn
Mmm...no,Spn
sé,Spn
cuáles,Spn
otras.,Spn
>>i:,Spn
Está,Spn
bien.,Spn
¿Cómo,Spn
es,Spn
el,Spn
español,Spn
de,Spn
esta,Spn
área,Spn
en,Spn
comparación,Spn
con,Spn
el,Spn
español,Spn
de,Spn
México?,NamedEnt
>>s:,Spn
El,Spn
español,Spn
es,Spn
muy,Spn
informal,Spn
aquí.,Spn
Este...hay,Spn
muchas,Spn
palabras,Spn
que,Spn
en,Spn
realidad,Spn
no,Spn
vienen,Spn
del,Spn
español,,Spn
que,Spn
las,Spn
adoptamos,Spn
por,Spn
el,Spn
inglés.,Spn
Entonces,,Spn
es,Spn
como,Spn
una,Spn
mezcla,Spn
de,Spn
inglés,Spn
y,Spn
español.,Spn
Es,Spn
más,,Spn
las,Spn
palabras,Spn
no,Spn
se...no,Spn
se,Spn
acaban.,Spn
Uno,Spn
puede,Spn
decir,,Spn
en,Spn
lugar,Spn
de,Spn
decir,Spn
para,Spn
que,,Spn
dice,Spn
pa,Spn
que.,Spn
Uhm...en,Spn
lugar,Spn
de,Spn
estacionamiento,,Spn
que,Spn
es,Spn
la,Spn
palabra,Spn
correcta,,Spn
uno,Spn
a,Spn
veces,Spn
dice,Spn
par...como,Spn
parking,,Eng
que,Spn
viene,Spn
de,Spn
parking.,Eng
O,Spn
como,Spn
frenar,Spn
el,Spn
automóvil,,Spn
uno,Spn
puede,Spn
decir,Spn
brakear,,Eng
porque,Spn
viene,Spn
de,Spn
la,Spn
palabra,Spn
también,Spn
hacer,Spn
un,Spn
break.,Eng
Entonces,,Spn
hay,Spn
muchas,Spn
palabras,Spn
así,Spn
que,Spn
en,Spn
realidad,Spn
vienen,Spn
del,Spn
idioma,Spn
inglés,Spn
y,Spn
se,Spn
adoptaron,Spn
por,Spn
la,Spn
gente,Spn
aquí,Spn
y,Spn
las,Spn
usan,Spn
en,Spn
el,Spn
español.,Spn
>>i:,Spn
¿Has,Spn
escuchado,Spn
las,Spn
palabras,Spn
pocho,Spn
o,Spn
Spanglish?,Eng
Y,,Spn
¿qué,Spn
significan,Spn
para,Spn
ti?,Spn
>>s:,Spn
Okay.,Spn
Este...sí,Spn
las,Spn
he,Spn
escuchado,Spn
mucho.,Spn
Uhm...pocho,,Spn
sé,Spn
a,Spn
lo,Spn
que,Spn
se,Spn
refieren,,Spn
sé,Spn
que,Spn
se,Spn
refieren,Spn
a,Spn
una,Spn
persona,Spn
que,Spn
a,Spn
la,Spn
mejor,Spn
de,Spn
origen,Spn
hispano,Spn
o,Spn
mexicano,,Spn
que,Spn
ya,Spn
fue,,Spn
fue,Spn
criado,Spn
en,Spn
Estados,NamedEnt
Unidos.,Spn
Este...aquí,Spn
por,Spn
el,Spn
área,,Spn
puesto,Spn
que,Spn
es...es,Spn
muy,Spn
distinto,Spn
a,Spn
otras,Spn
partes,Spn
y,Spn
hay,Spn
mucha,Spn
convivencia,Spn
totalmente,Spn
con...con,Spn
personas,Spn
de,Spn
México,Spn
y,Spn
de,Spn
aquí,Spn
de,Spn
Estados,NamedEnt
Unidos,,NamedEnt
no,Spn
se,Spn
refiere,Spn
uno,Spn
mucho,Spn
a,Spn
alguien,Spn
como,Spn
pocho,,Spn
no,Spn
se,Spn
usa,Spn
mucho.,Spn
Spanglish,Eng
sí,Spn
y,Spn
muchas,Spn
veces,Spn
nosotros,Spn
mismos,Spn
decimos,Spn
que,Spn
estamos,Spn
hablando,Spn
Spanglish,Eng
porque,Spn
mezclamos,Spn
español,Spn
con,Spn
inglés.,Spn
Hay,Spn
muchas,Spn
frases,Spn
que...que,Spn
si,Spn
estás,Spn
conversando,Spn
en,Spn
el,Spn
español,Spn
vas,Spn
a,Spn
tener,Spn
que,Spn
decir,Spn
ciertas,Spn
cosas,Spn
en,Spn
inglés,Spn
porque,Spn
a,Spn
lo,Spn
mejor,Spn
no,Spn
sabes,Spn
cómo,Spn
se,Spn
dicen,Spn
en,Spn
español,Spn
o,Spn
algo,Spn
así.,Spn
>>i:,Spn
Entonces,,Spn
¿qué,Spn
opinas,Spn
de,Spn
las,Spn
personas,Spn
que,Spn
mezclan,Spn
los,Spn
idiomas?,Spn
Y,,Spn
y,Spn
¿lo,Spn
haces,Spn
tú?,Spn
>>s:,Spn
Okay.,Spn
Pienso,NamedEnt
que,Spn
no,Spn
tengo,Spn
nada,Spn
en,Spn
contra,Spn
de,Spn
ello.,Spn
Pienso,NamedEnt
que,Spn
está,Spn
bien,,Spn
es,Spn
algo,Spn
natural,,Spn
que,Spn
estoy,Spn
segura,Spn
que,Spn
no,Spn
se,Spn
hace,Spn
nada,Spn
más,Spn
aquí,,Spn
que,Spn
se,Spn
hace,Spn
también,Spn
en,Spn
otros,Spn
países,Spn
cercanos,,Spn
si,Spn
son,Spn
de,Spn
diferentes,Spn
idiomas,Spn
estoy,Spn
seguro,Spn
que...hay,Spn
seguro,Spn
diferentes,Spn
idiomas,Spn
que,Spn
han,Spn
mezclado,,Spn
dos,Spn
lenguas,Spn
o,Spn
algo.,Spn
Este...yo,Spn
lo,Spn
hago,,Spn
muchas,Spn
veces,Spn
no,Spn
trato,Spn
de,Spn
hacerlo,Spn
en,Spn
una,Spn
atmósfera,Spn
como,Spn
más,Spn
profesional,,Spn
trato,Spn
de,Spn
hablar,Spn
un,Spn
solo,Spn
idioma.,Spn
Pero,Spn
muchas,Spn
veces,Spn
con,Spn
amigos,,Spn
con,Spn
familiares,,Spn
suele,Spn
pasar,Spn
que,Spn
sí,Spn
lo,Spn
haces.,Spn
>>i:,Spn
¿Cuál,Spn
fue,Spn
el,Spn
momento,Spn
más,Spn
feliz,Spn
de,Spn
tu,Spn
vida?,Spn
>>s:,Spn
Mmm...el,Spn
momento,Spn
más,Spn
feliz.,Spn
Mmm...no,Spn
sé.,Spn
No,Spn
sé.,Spn
No,Spn
tengo,Spn
un,Spn
momento,Spn
más,Spn
feliz.,Spn
No,Spn
digo,Spn
que,Spn
no,Spn
los,Spn
he,Spn
tenido,,Spn
pero,Spn
han,Spn
sido,Spn
varios.,Spn
Este...lo,Spn
último,Spn
fue,Spn
hace,Spn
un,Spn
año,Spn
cuando,Spn
me,Spn
gradué.,Spn
Eso,Spn
fue,Spn
un,Spn
momento,Spn
muy,Spn
feliz.,Spn
Este...y,Spn
en,Spn
realidad,,Spn
de,Spn
no...este...,Spn
comento,Spn
que,Spn
soy,Spn
una,Spn
persona,Spn
que...que,Spn
no,,Spn
tengo,Spn
muchos,Spn
momentos,,Spn
y,Spn
no,Spn
me,Spn
refiero,Spn
sólo,Spn
a,Spn
uno.,Spn
Entonces,,Spn
yo,Spn
pienso,Spn
que,Spn
han,Spn
sido,Spn
varios,,Spn
no,Spn
sólo,Spn
uno.,Spn
>>i:,Spn
¿Te,Spn
consideras,Spn
mexicano-estadounidense,,Spn
mexicano,,Spn
tejano,,Spn
chicano,,Spn
etcétera?,Spn
>>s:,Spn
Okay,,Spn
uhm...,Spn
puesto,Spn
que,Spn
no,Spn
me,Spn
puedo,Spn
considerar,Spn
mexicana,Spn
mexicana,,Spn
porque,Spn
al,Spn
momento,Spn
que,Spn
convivo,Spn
con,Spn
gente,Spn
de,Spn
México,Spn
soy,Spn
muy,Spn
distinta,Spn
a,Spn
ellos,,Spn
pues,Spn
no,Spn
puedo,Spn
decir,Spn
que,Spn
soy,Spn
mexicana.,Spn
Pero,Spn
si,Spn
convivo,Spn
con,Spn
gente,Spn
americana,NamedEnt
americana,,Spn
o,Spn
anglosajona,Spn
también,Spn
soy,Spn
diferente,Spn
a,Spn
ellos,Spn
entonces,Spn
yo,Spn
sé,Spn
que,Spn
soy,Spn
como,,Spn
me,Spn
referiría,Spn
más,Spn
como,Spn
mexicana-americana.,Spn
Y,,Spn
es,Spn
raro,Spn
porque,Spn
me,Spn
ha,Spn
tocado,Spn
vivir,,Spn
la,Spn
experiencia,Spn
que,Spn
yo,Spn
tengo,Spn
es,Spn
de,Spn
que,Spn
he,Spn
convivido,Spn
con,Spn
gente,Spn
de,Spn
las,Spn
dos,Spn
partes,,Spn
entonces,Spn
he,Spn
mezclado,Spn
las,Spn
dos,Spn
culturas,,Spn
las,Spn
dos,Spn
tradiciones,Spn
y,Spn
las,Spn
dos,Spn
perspectivas,Spn
de,Spn
vida.,Spn
Nunca,Spn
me,Spn
he,Spn
referido,Spn
a,Spn
mi,Spn
persona,Spn
como,Spn
chicana,Spn
o,Spn
como,Spn
pocha,Spn
porque,Spn
de,Spn
nuevo,Spn
digo,Spn
aquí,Spn
en,Spn
esta,Spn
parte,Spn
donde,Spn
yo,Spn
vivo,Spn
no,,Spn
no...,Spn
a,Spn
la,Spn
gente,Spn
no,Spn
se,Spn
le,Spn
refiere,Spn
mucho,Spn
así.,Spn
Es,Spn
raro,,Spn
pero,Spn
nosotros,Spn
como,Spn
méxico-americanos,Spn
somos,Spn
la,Spn
mayoría,Spn
aquí,,Spn
entonces,Spn
es,Spn
un,Spn
poquito,Spn
distinto,Spn
a,Spn
otras,Spn
partes,Spn
de,Spn
Estados,NamedEnt
Unidos.,Spn
>>i:,Spn
Claro.,Spn
¿Cuál,Spn
es,Spn
la,Spn
importancia,Spn
del,Spn
español,Spn
para,Spn
ti?,Spn
>>s:,Spn
Es,Spn
mucha,,NamedEnt
porque,Spn
es,Spn
un,Spn
idioma,,Spn
ese,Spn
fue,Spn
mi,Spn
primer,Spn
idioma.,Spn
Siempre,Spn
va,Spn
a,Spn
ser,Spn
mi,Spn
primer,Spn
idioma,Spn
muy,Spn
importante.,Spn
Y,,Spn
mmm...es...yo,Spn
opino,Spn
que,Spn
entre,Spn
más,Spn
idiomas,Spn
tú,Spn
puedas,Spn
hablar,,Spn
mucho,Spn
mejor,Spn
para,Spn
ti,,Spn
te,Spn
desenvuelves,Spn
más,,Spn
convives,Spn
con,Spn
más,Spn
gente,,Spn
te,Spn
da,Spn
muchas,Spn
oportunidades,,Spn
te,Spn
da,Spn
oportunidad,Spn
de,Spn
conocer,Spn
gente,Spn
que,Spn
habla,Spn
ese,Spn
idioma.,Spn
Entonces,,Spn
nunca,Spn
me,Spn
lo,Spn
voy,Spn
a,Spn
olvidar,Spn
y,Spn
sí,Spn
lo,Spn
voy,Spn
a,Spn
tratar,Spn
de,Spn
preservar,Spn
a,Spn
lo,Spn
mejor,Spn
con,Spn
mis,Spn
hijos,Spn
o,Spn
con,Spn
otros,Spn
miembros,Spn
de,Spn
mi,Spn
familia.,Spn
>>i:,Spn
¡Qué,Spn
bien!,Spn
¿Cuál,Spn
es,Spn
la,Spn
importancia,Spn
de,Spn
ser,Spn
bilingüe,Eng
para,Spn
ti?,Spn
>>s:,Spn
Para,NamedEnt
mí,Spn
es,Spn
algo,Spn
